source,headline,url,published_at
bbc,Cooler weather conditions set in across UK as heatwave ends,https://www.bbc.com/news/articles/ceq7yr2drygo,2025-07-02T11:40:05Z
bbc,Inquiry finds British committed genocide on Indigenous Australians,https://www.bbc.com/news/articles/cn413zlld4mo,2025-07-02T07:53:22Z
bbc,At least 180 aircrew pursuing MoD after cancer diagnoses,https://www.bbc.com/news/articles/cew00x9jq1do,2025-07-02T13:07:11Z
bbc,BBC News app,https://www.bbc.co.uk/news/10628994,2025-04-30T14:04:28Z
bbc,"Welfare Bill Passes, But At What Cost?",https://www.bbc.co.uk/sounds/play/p0lmkp7d,2025-07-01T21:52:00Z
bbc,Has the Supreme Court made Trump more powerful than ever?,https://www.bbc.co.uk/sounds/play/p0lmbr39,2025-06-30T18:19:00Z
bbc,Joao Pedro joins Chelsea in time for Club World Cup last eight - why so many forwards?,https://www.bbc.com/sport/football/articles/cg75j2118e3o,2025-07-02T13:00:34Z
bbc,Impressive Kartal reaches Wimbledon third round,https://www.bbc.com/sport/tennis/articles/c77v61vr0nxo,2025-07-02T13:31:23Z
bbc,Lions score eight tries in win over Queensland Reds,https://www.bbc.com/sport/rugby-union/articles/cj9vwekzmddo,2025-07-02T12:20:40Z
bbc,Leverkusen sign Quansah from Liverpool for £35m,https://www.bbc.com/sport/football/articles/cdjx2yzwz7ko,2025-07-02T10:02:40Z
bbc,Choose from all 18 courts on BBC iPlayer,https://www.bbc.co.uk/iplayer/episodes/b00cb3wq,2025-07-02T00:00:00Z
techcrunch,"Microsoft will lay off 9,000 employees, or less than 4% of the company",https://techcrunch.com/2025/07/02/microsoft-will-lay-off-9000-employees-or-less-than-4-of-the-company/,2025-07-02T13:40:04Z
techcrunch,Tesla faces second straight year of falling sales after another bad quarter,https://techcrunch.com/2025/07/02/tesla-faces-second-straight-year-of-falling-sales-after-another-bad-quarter/,2025-07-02T13:14:13Z
techcrunch,Rivian receives the next $1B from Volkswagen as sales struggles continue,https://techcrunch.com/2025/07/02/rivian-receives-the-next-1b-from-volkswagen-as-sales-struggles-continue/,2025-07-02T13:00:48Z
techcrunch,Foxconn tells hundreds of Chinese staff to return from its Indian iPhone factories,https://techcrunch.com/2025/07/02/foxconn-tells-hundreds-of-chinese-staff-to-return-from-its-indian-iphone-factories/,2025-07-02T12:55:05Z
techcrunch,Qantas hack results in theft of 6 million passengers’ personal data,https://techcrunch.com/2025/07/02/qantas-hack-results-in-theft-of-6-million-passengers-personal-data/,2025-07-02T11:48:29Z
techcrunch,Jon McNeill brings the operator’s playbook to TechCrunch All Stage,https://techcrunch.com/2025/07/01/jon-mcneill-brings-the-operators-playbook-to-techcrunch-all-stage/,2025-07-01T23:02:34Z
techcrunch,Congress just greenlit a NASA moon plan opposed by Musk and Isaacman,https://techcrunch.com/2025/07/01/congress-just-greenlit-a-nasa-moon-plan-opposed-by-musk-and-isaacman/,2025-07-01T22:30:59Z
techcrunch,"ICEBlock, an app for anonymously reporting ICE sightings, goes viral overnight after Bondi criticism",https://techcrunch.com/2025/07/01/iceblock-an-app-for-anonymously-reporting-ice-sightings-goes-viral-overnight-after-bondi-criticism/,2025-07-01T22:09:38Z
techcrunch,Figma moves closer to a blockbuster IPO that could raise $1.5B,https://techcrunch.com/2025/07/01/figma-moves-closer-to-a-blockbuster-ipo-that-could-raise-1-5b/,2025-07-01T21:55:34Z
techcrunch,Road to Battlefield: Central Eurasia’s gateway to TechCrunch Startup Battlefield,https://techcrunch.com/2025/07/01/road-to-battlefield-central-eurasias-gateway-to-techcrunch-startup-battlefield/,2025-07-01T20:41:37Z
techcrunch,X is piloting a program that lets AI chatbots generate Community Notes,https://techcrunch.com/2025/07/01/x-is-piloting-a-program-that-lets-ai-chatbots-generate-community-notes/,2025-07-01T20:26:12Z
techcrunch,Catalio Capital closes over $400M Fund IV,https://techcrunch.com/2025/07/01/catalio-capital-closes-over-400m-fund-iv/,2025-07-01T20:00:00Z
techcrunch,Google’s data center energy use doubled in 4 years,https://techcrunch.com/2025/07/01/googles-data-center-energy-use-doubled-in-four-years/,2025-07-01T19:52:39Z
techcrunch,Automattic puts Tumblr migration to WordPress on hold,https://techcrunch.com/2025/07/01/automattic-puts-tumblr-migration-to-wordpress-on-hold/,2025-07-01T19:13:15Z
techcrunch,Winning capital for your AI startup? Kleida Martiro is leading the conversation at TechCrunch All Stage,https://techcrunch.com/2025/07/01/winning-capital-for-your-ai-startup-kleida-martiro-is-leading-the-conversation-at-techcrunch-all-stage/,2025-07-01T18:52:06Z
techcrunch,"Nothing releases its first over-the-ear headphones, the $299 Headphone (1)",https://techcrunch.com/2025/07/01/nothing-releases-its-first-over-the-ear-headphones-the-299-headphone-1/,2025-07-01T18:38:51Z
techcrunch,The electric Hummer is almost outselling the F-150 Lightning,https://techcrunch.com/2025/07/01/the-electric-hummer-is-almost-outselling-the-f-150-lightning/,2025-07-01T18:00:00Z
techcrunch,Nothing releases its first over-the-ear headphones,https://techcrunch.com/video/nothing-releases-its-first-over-the-ear-headphones/,2025-07-01T17:52:30Z
techcrunch,"Nothing launches its most expensive flagship yet, Phone (3)",https://techcrunch.com/2025/07/01/nothing-launches-its-most-expensive-flagship-phone-3/,2025-07-01T17:30:00Z
techcrunch,Best iPad apps to boost productivity and make your life easier,https://techcrunch.com/2025/07/01/best-ipad-apps-to-boost-productivity-and-make-your-life-easier/,2025-07-01T17:18:08Z
